date,day_of_week,hour,service_location,number_of_counters,queue_length,average_service_time,students_arriving,exam_period,holiday,waiting_time
2026-01-07,Wednesday,12,Cafeteria,3,41,7.879875183427796,17,0,0,112.21170211634515
2026-05-09,Saturday,17,Admin Office,3,65,2.4641387840258555,68,0,0,52.88477512761312
2026-03-15,Sunday,12,Student Service Center,4,60,6.276783831851198,40,0,0,98.20259940021397
2026-03-08,Sunday,12,Library Counter,3,78,1.3218769120446054,43,1,0,36.008047219418536
2026-05-13,Wednesday,12,Library Counter,1,58,6.991401328024311,39,0,0,408.531983098893
2026-06-16,Tuesday,9,Library Counter,5,57,6.419005338190946,62,0,0,71.1013957385071
2026-03-04,Wednesday,12,Admin Office,3,73,6.006700699847951,68,0,1,149.04856035232842
2026-03-11,Wednesday,15,Library Counter,2,61,4.516558422458971,61,0,0,140.40364241168913
2026-06-16,Tuesday,15,Cafeteria,2,31,4.804007768810148,26,0,0,74.17149581565728
2026-06-19,Friday,9,Student Service Center,2,80,2.091546059212548,71,0,0,84.36460042976573
2026-03-28,Saturday,11,Student Service Center,5,50,7.0844006164536495,49,0,0,73.21622846704904
2026-01-17,Saturday,13,Admin Office,1,70,7.209488340410145,41,0,0,503.6253679878897
2026-01-22,Thursday,10,Fee Counter,5,86,6.257376538494737,67,1,0,112.48929677974964
2026-06-09,Tuesday,14,Library Counter,4,52,5.775719417345928,13,1,0,77.49445556817103
2026-01-22,Thursday,9,Library Counter,5,32,1.1623118111058506,18,1,0,8.43056644604092
2026-06-03,Wednesday,13,Student Service Center,5,96,7.42430503456173,77,0,0,143.32476837561495
2026-03-03,Tuesday,11,Admin Office,4,92,6.488925810259103,69,1,0,152.06831461252875
2026-06-05,Friday,13,Library Counter,1,91,1.6424980168731138,63,0,0,152.68605384780818
2026-01-16,Friday,16,Fee Counter,5,46,3.0346348494378446,44,0,0,27.360191290347792
2026-03-17,Tuesday,12,Fee Counter,3,66,4.1046412907352465,47,0,0,92.0832551694825
2026-06-06,Saturday,8,Library Counter,3,69,4.167409524725391,60,0,0,97.1354613511226
2026-04-07,Tuesday,14,Cafeteria,3,47,2.250493516429169,20,0,0,38.846557623113455
2026-04-29,Wednesday,16,Student Service Center,4,50,5.384116326847155,55,0,0,70.85391373094424
2026-02-23,Monday,15,Admin Office,1,20,2.285506949078782,24,0,0,45.47576062038145
2026-01-16,Friday,12,Cafeteria,3,81,1.6316892236719203,59,0,0,43.33148487280027
2026-01-02,Friday,13,Student Service Center,3,66,6.3455404373878785,40,0,0,141.2056247333572
2026-04-09,Thursday,12,Cafeteria,5,89,1.6595966225860734,65,0,0,32.103265302850474
2026-02-05,Thursday,14,Cafeteria,2,50,7.977843333728108,23,0,0,202.67844230478215
2026-02-12,Thursday,9,Admin Office,5,80,3.0700673346617227,78,0,0,52.20324730181023
2026-02-28,Saturday,10,Admin Office,5,32,7.784721539477632,37,0,0,48.70960255127774
2026-02-26,Thursday,13,Fee Counter,4,68,3.849958957140941,34,1,0,65.14784487947338
2026-05-12,Tuesday,17,Library Counter,5,40,6.065047481488046,42,0,0,52.15606060375414
2026-04-29,Wednesday,10,Admin Office,4,77,2.9005694871652206,68,0,0,59.45300944089484
2026-05-18,Monday,17,Student Service Center,5,76,1.9201221165374869,64,1,0,32.56544753198028
2026-01-24,Saturday,11,Admin Office,4,49,6.951338972949148,44,0,0,84.62392630913007
2026-06-20,Saturday,9,Admin Office,5,23,7.607285231782871,13,1,0,39.20070290616267
2026-04-16,Thursday,10,Student Service Center,3,70,2.445072191340034,63,0,0,60.22013703185253
2026-04-08,Wednesday,13,Student Service Center,5,58,1.5852942832206844,25,1,0,20.07177880841802
2026-05-04,Monday,13,Student Service Center,4,107,2.668885762564429,78,0,0,72.77304871575285
2026-02-06,Friday,14,Student Service Center,3,25,1.4097899536505456,18,0,1,11.958083061599392
2026-01-13,Tuesday,16,Admin Office,4,84,2.939425077924251,78,0,0,60.44564159256777
2026-04-27,Monday,17,Cafeteria,1,47,6.145096659225585,50,0,0,286.57677802675164
2026-05-21,Thursday,13,Fee Counter,2,77,3.026845261576087,61,0,0,117.99220196868535
2026-06-10,Wednesday,9,Library Counter,1,18,2.3979029124639824,10,0,0,44.93984724562479
2026-05-07,Thursday,11,Admin Office,2,53,1.0439988210801383,44,0,0,25.803115265666783
2026-02-21,Saturday,9,Cafeteria,5,71,3.404019672528248,64,0,0,48.29111514310225
2026-06-16,Tuesday,14,Student Service Center,3,68,1.8418593539215968,45,0,0,39.31839837810712
2026-02-14,Saturday,12,Student Service Center,3,113,3.073002150809944,76,1,0,113.83959078321077
2026-01-19,Monday,17,Library Counter,4,21,4.833800061204009,24,0,0,25.052765932157946
2026-02-14,Saturday,9,Student Service Center,5,64,1.9950245931956174,44,1,0,27.927673785580193
2026-06-23,Tuesday,13,Student Service Center,1,56,7.501074799525271,37,0,0,423.80001913387036
2026-05-25,Monday,12,Student Service Center,3,29,5.428801772027552,7,0,0,51.22547417165026
2026-05-10,Sunday,17,Admin Office,4,70,2.5716472459599173,61,0,0,44.13039113007955
2026-06-01,Monday,9,Library Counter,5,62,2.071794716340134,53,0,0,25.85625932490556
2026-06-24,Wednesday,15,Library Counter,4,11,1.856130214056067,16,0,0,3.839031830198109
2026-06-28,Sunday,14,Student Service Center,5,44,5.974601639467997,26,0,0,54.72740030740181
2026-04-30,Thursday,17,Admin Office,5,9,1.6422083561598408,12,0,0,2.5278845834092407
2026-02-24,Tuesday,12,Fee Counter,4,67,7.796906563325249,41,0,0,131.99398077318182
2026-02-24,Tuesday,12,Fee Counter,5,60,4.362576747300531,27,1,0,50.30604718573203
2026-03-07,Saturday,16,Cafeteria,5,68,5.920446986433776,65,0,0,84.32984712659437
2026-06-04,Thursday,12,Fee Counter,1,83,1.489547550733604,42,1,0,128.06262611556016
2026-03-25,Wednesday,17,Library Counter,4,81,2.5173970866899023,76,0,0,50.414295561601165
2026-02-16,Monday,17,Student Service Center,2,47,2.13388048850877,40,0,0,48.570427716799
2026-03-15,Sunday,8,Cafeteria,3,60,2.1039535129836593,57,0,0,41.25228081606674
2026-02-06,Friday,16,Cafeteria,1,33,5.277064739179324,29,0,0,171.79259003605125
2026-06-26,Friday,10,Student Service Center,3,64,2.0727655109055743,55,0,0,45.83722700901258
2026-04-30,Thursday,10,Admin Office,3,62,2.5979954348358243,60,0,0,51.65246494037794
2026-02-23,Monday,11,Cafeteria,5,36,2.315282639610812,24,1,0,18.19272046954244
2026-05-13,Wednesday,15,Admin Office,4,18,5.158494580461856,22,0,0,26.2585156274219
2026-06-27,Saturday,11,Admin Office,4,24,4.527873479804539,29,0,0,31.90486852556478
2026-02-12,Thursday,16,Library Counter,5,56,1.9950809305872204,45,1,0,21.035434094311626
2026-05-31,Sunday,17,Admin Office,5,54,5.613803193298331,49,0,0,65.45156640072753
2026-04-16,Thursday,17,Fee Counter,2,36,2.678892239366227,39,0,0,46.79130804978466
2026-02-16,Monday,10,Fee Counter,5,20,1.9250933811302589,14,0,0,5.282063239277769
2026-05-23,Saturday,8,Cafeteria,2,30,7.761195090603396,21,0,0,115.34292817288602
2026-01-03,Saturday,10,Fee Counter,3,62,3.9299591869615105,59,0,0,85.12624904885278
2026-06-08,Monday,11,Cafeteria,5,21,5.477816715018003,19,1,1,20.03067124933426
2026-02-17,Tuesday,15,Admin Office,4,5,5.680216663925863,7,0,0,7.508311465238083
2026-01-19,Monday,8,Library Counter,1,43,2.4739455728380095,42,0,0,109.29040770607061
2026-01-13,Tuesday,11,Library Counter,1,11,4.429412781231463,13,0,0,50.06985783386869
2026-04-16,Thursday,12,Fee Counter,1,101,4.90428080241355,60,1,0,498.8023688025208
2026-06-11,Thursday,8,Student Service Center,2,74,6.744355779982075,67,1,1,250.88730659212408
2026-01-21,Wednesday,9,Library Counter,5,9,6.504220012894835,16,0,1,9.987028331821415
2026-04-02,Thursday,13,Fee Counter,2,78,1.6678240394361104,61,0,0,69.17984519676656
2026-04-30,Thursday,11,Cafeteria,1,12,2.2827702000942742,17,0,0,31.177126080557258
2026-05-13,Wednesday,14,Cafeteria,1,58,1.5775355931581787,38,0,0,95.23305772850499
2026-02-03,Tuesday,15,Library Counter,1,51,1.1418996087793085,46,0,0,58.38279550154628
2026-05-07,Thursday,11,Student Service Center,4,90,6.900523698677899,71,1,0,159.99504271859297
2026-03-21,Saturday,8,Admin Office,4,48,6.861000444948328,44,0,0,85.60611235774218
2026-04-04,Saturday,11,Cafeteria,3,34,2.082609501298375,38,0,0,24.507173653263273
2026-01-13,Tuesday,8,Admin Office,4,22,5.603705749128505,17,0,0,35.602357863579115
2026-01-14,Wednesday,15,Admin Office,2,33,5.898766133406796,11,1,0,102.27924538831778
2026-02-28,Saturday,17,Cafeteria,4,76,7.246639802153098,75,0,0,135.09788988231662
2026-04-09,Thursday,17,Student Service Center,5,64,6.309814446276295,66,0,1,78.28069775976603
2026-03-28,Saturday,15,Cafeteria,1,75,7.8223618176529595,78,0,1,590.4419746847591
2026-02-08,Sunday,9,Student Service Center,1,17,7.635256758792726,14,0,0,126.82959038110414
2026-06-05,Friday,17,Cafeteria,2,43,6.396269782957074,44,0,0,140.954757333643
2026-05-04,Monday,11,Library Counter,1,53,5.757497248499277,51,0,0,302.6095877069665
2026-01-08,Thursday,9,Fee Counter,3,91,7.069105549304062,69,1,0,213.9115063930574
2026-05-30,Saturday,8,Fee Counter,3,63,7.499792343991671,66,0,0,156.78735776098526
2026-01-28,Wednesday,10,Student Service Center,4,57,6.740292538390824,50,0,0,100.43301773394242
2026-06-20,Saturday,13,Fee Counter,5,70,6.718304162794184,53,0,0,94.87042244396999
2026-03-20,Friday,14,Fee Counter,4,66,5.852309026511761,42,0,0,98.05469107593208
2026-04-12,Sunday,9,Cafeteria,1,69,4.558915859502617,72,0,0,316.252428190701
2026-01-18,Sunday,8,Student Service Center,3,22,1.6706810575975788,13,0,0,13.060014552149722
2026-06-18,Thursday,11,Admin Office,1,74,7.530355881301249,56,1,0,554.8128072167134
2026-01-20,Tuesday,10,Fee Counter,1,76,3.539136727518609,76,0,0,273.64086619303777
2026-06-12,Friday,12,Library Counter,3,105,6.93145019700162,77,0,0,242.0165987106882
2026-05-20,Wednesday,15,Cafeteria,3,41,3.820367314531568,37,0,0,52.19715431084088
2026-05-06,Wednesday,11,Student Service Center,3,84,3.731952047919866,70,1,0,106.93373706259572
2026-02-06,Friday,15,Library Counter,5,67,2.7763382864149633,71,0,0,37.41748829463513
2026-06-17,Wednesday,8,Cafeteria,2,40,4.4671115758272695,17,1,0,93.78889084308528
2026-02-16,Monday,13,Student Service Center,4,76,4.538091597024633,58,0,0,88.03682623005471
2026-05-25,Monday,12,Admin Office,1,99,1.5601022547889152,71,0,0,157.56918488159397
2026-06-02,Tuesday,11,Library Counter,5,68,2.2944755369641823,67,0,0,28.47726235514138
2026-03-04,Wednesday,14,Student Service Center,1,57,4.1296929684145685,30,0,0,239.8677026584186
2026-04-17,Friday,8,Library Counter,3,67,1.3402093855614663,71,0,1,31.945102327802175
2026-05-08,Friday,8,Library Counter,3,40,6.8082110635733954,40,0,0,95.34427235645884
2026-04-02,Thursday,8,Student Service Center,5,35,5.6907475700558665,36,0,0,42.9135219599943
2026-03-03,Tuesday,10,Admin Office,5,9,5.116334028419464,12,0,0,10.321729983783296
2026-02-01,Sunday,16,Student Service Center,1,46,3.814821699535701,37,0,0,172.71733829660093
2026-06-26,Friday,13,Library Counter,2,46,5.862776922047132,30,0,0,139.74748815273654
2026-05-05,Tuesday,11,Fee Counter,5,49,5.0089737016357505,48,0,0,50.55070087634326
2026-01-13,Tuesday,12,Fee Counter,2,34,4.325776709383511,15,0,0,70.99679822643495
2026-01-18,Sunday,11,Fee Counter,4,10,6.438400094781544,23,0,1,18.99581201214577
2026-05-02,Saturday,8,Cafeteria,4,96,5.981286819934396,74,1,0,145.85811844036638
2026-01-03,Saturday,12,Library Counter,5,65,7.532130359567512,50,0,1,102.85032503261431
2026-02-11,Wednesday,13,Student Service Center,4,82,3.2872897273241066,63,0,0,68.92261315697753
2026-03-09,Monday,10,Fee Counter,4,24,1.8932833349436156,27,0,0,14.486738535931934
2026-02-22,Sunday,11,Cafeteria,1,8,2.5668967199437884,11,0,0,18.695117422108336
2026-04-09,Thursday,12,Cafeteria,2,47,4.544530917413558,11,1,0,104.33379650006306
2026-04-11,Saturday,12,Fee Counter,2,45,2.8596882909950914,16,0,0,69.2979383583239
2026-04-30,Thursday,13,Admin Office,2,64,2.554649817787938,36,0,0,84.68358950889605
2026-01-30,Friday,15,Student Service Center,5,36,6.146735341780473,32,0,0,42.08426544247364
2026-01-16,Friday,12,Fee Counter,1,87,4.166988205266939,55,1,0,360.78819246265186
2026-06-12,Friday,11,Library Counter,3,65,7.713326702139722,57,0,0,171.79778090627477
2026-03-15,Sunday,8,Cafeteria,4,65,2.0407839046414664,62,0,0,33.229368653567704
2026-05-22,Friday,13,Fee Counter,2,49,3.3999157481751805,23,0,0,82.69992660562103
2026-01-02,Friday,11,Cafeteria,5,30,5.192314004835355,33,0,0,32.1651093583207
2026-06-12,Friday,11,Library Counter,5,71,5.069948012568321,67,0,0,74.82783303834131
2026-02-07,Saturday,14,Fee Counter,3,93,2.133127196133226,64,0,0,63.62835322600843
2026-03-12,Thursday,10,Library Counter,5,84,3.7944036221612327,66,1,0,62.24026423036099
2026-06-27,Saturday,9,Student Service Center,2,20,6.671510853416567,19,0,0,70.17121761949274
2026-03-16,Monday,9,Library Counter,4,31,3.606498985310685,29,0,0,28.593632048008104
2026-06-17,Wednesday,10,Student Service Center,4,35,2.3820009588039963,27,0,0,22.66169493509142
2026-06-10,Wednesday,14,Fee Counter,4,94,5.8173074751792315,65,0,0,136.1659810714842
2026-03-30,Monday,12,Library Counter,2,95,2.4661666251773804,70,0,0,117.24730694351616
2026-01-04,Sunday,17,Student Service Center,5,33,1.429610508694352,45,0,1,8.923386973478353
2026-01-15,Thursday,10,Library Counter,1,74,1.828570677029071,79,0,1,135.02233961031652
2026-02-23,Monday,12,Cafeteria,1,37,1.1468599638375332,17,0,0,42.59988029176726
2026-05-23,Saturday,9,Admin Office,5,33,6.8133762756033605,37,0,0,43.82628859020114
2026-04-13,Monday,12,Cafeteria,2,31,3.284166372763541,11,0,0,48.47779556170357
2026-03-21,Saturday,8,Library Counter,4,88,4.304996359982704,71,1,0,92.95821151326035
2026-03-10,Tuesday,8,Library Counter,2,71,3.9944242706293522,58,1,0,143.80910027133118
2026-04-19,Sunday,13,Cafeteria,1,44,3.9866062859232425,15,0,0,175.98333079738669
2026-04-27,Monday,12,Fee Counter,2,78,4.735902613906202,54,0,0,184.01201791232612
2026-03-15,Sunday,16,Library Counter,4,54,1.5097082870489555,40,1,0,20.167457214250405
2026-02-26,Thursday,8,Admin Office,4,67,3.8631898464025385,68,0,0,63.272450648814946
2026-05-22,Friday,10,Student Service Center,3,89,5.450294340572634,75,1,0,164.17628955707482
2026-01-10,Saturday,9,Fee Counter,5,0,3.3318782236582813,11,0,1,1.287654895894506
2026-02-16,Monday,8,Fee Counter,3,39,5.814552829901909,38,0,0,75.14170803048205
2026-03-09,Monday,16,Admin Office,4,34,3.938778115417913,34,0,0,33.05830825751035
2026-05-24,Sunday,12,Library Counter,4,30,3.7735591809280287,12,0,0,26.364302692497937
2026-06-28,Sunday,8,Student Service Center,5,13,1.5424721516321953,7,0,0,1.4746646109979533
2026-01-04,Sunday,13,Cafeteria,2,24,2.9761218400797977,7,0,0,33.38812379991385
2026-05-01,Friday,17,Fee Counter,2,38,4.560783293814104,41,0,0,84.1215487607464
2026-06-11,Thursday,8,Student Service Center,3,17,6.172119589324611,15,0,0,37.975046113266345
2026-05-15,Friday,12,Student Service Center,3,39,1.0534729623804118,24,0,0,11.32174495980948
2026-03-31,Tuesday,17,Fee Counter,5,7,2.8118121704849632,11,0,0,6.926487851994814
2026-04-04,Saturday,16,Library Counter,3,75,1.8138770588638566,69,0,0,45.98447979100093
2026-02-11,Wednesday,14,Student Service Center,3,77,1.9027679069614383,35,1,0,48.863350681542286
2026-01-25,Sunday,12,Admin Office,4,46,5.349079239517524,18,0,0,58.886731570971314
2026-04-13,Monday,8,Admin Office,3,50,6.242168957661541,42,0,0,103.02801542421112
2026-04-04,Saturday,11,Library Counter,1,0,6.748865285969011,9,0,1,1.0
2026-01-06,Tuesday,12,Admin Office,3,66,4.3800202543299225,41,0,0,100.29825646565327
2026-02-06,Friday,9,Admin Office,2,48,3.9753261566185203,51,0,0,93.4150108501018
2026-05-19,Tuesday,17,Fee Counter,2,36,7.386471608923968,33,0,0,133.57377497830467
2026-06-28,Sunday,12,Library Counter,3,79,1.9033737055658428,62,0,0,47.97108192739631
2026-02-24,Tuesday,16,Library Counter,5,27,1.6868708923962212,31,0,0,13.590631062600153
2026-01-10,Saturday,16,Student Service Center,5,54,1.6078549430800804,49,0,0,21.525937592956996
2026-03-25,Wednesday,15,Library Counter,1,26,2.757264953334877,18,0,0,70.52280208888305
2026-01-27,Tuesday,11,Admin Office,3,84,6.589425538257405,68,1,0,182.93030931789338
2026-04-05,Sunday,16,Library Counter,1,31,4.98823761814303,12,1,0,157.295801498264
2026-02-01,Sunday,9,Student Service Center,2,69,2.014587473480109,63,0,0,73.25916178964466
2026-03-16,Monday,9,Fee Counter,4,74,4.813986799835114,67,1,1,90.48032130705188
2026-05-01,Friday,17,Student Service Center,5,44,5.244656350018236,35,0,0,44.504826833937905
2026-02-19,Thursday,13,Fee Counter,5,54,7.211114740288569,34,0,0,78.18314343403942
2026-03-09,Monday,17,Admin Office,1,48,6.1365912983753255,52,0,0,293.10284055228715
2026-02-20,Friday,16,Student Service Center,3,55,3.000037250639434,63,0,1,54.69563826315653
2026-02-27,Friday,15,Cafeteria,1,91,3.834504539582992,72,1,0,348.0941249701383
2026-05-24,Sunday,17,Student Service Center,5,0,1.2343324520475831,5,0,1,4.323415245404957
2026-02-02,Monday,9,Admin Office,1,41,1.3527845597036723,33,0,0,56.30689955762838
2026-01-22,Thursday,12,Library Counter,3,73,1.486928284404903,31,1,0,37.85662267583495
2026-06-17,Wednesday,11,Library Counter,2,12,3.4217024304207824,5,0,0,20.86148881834714
2026-06-08,Monday,17,Admin Office,4,72,4.858318516788036,73,0,0,88.26862551787022
2026-03-20,Friday,12,Student Service Center,5,64,4.723797119450745,49,0,0,63.43921517816228
2026-03-05,Thursday,16,Admin Office,3,31,3.4485694155609954,24,0,0,37.80471476624934
2026-05-18,Monday,10,Student Service Center,5,45,3.8771897830851807,47,0,0,38.21256215432672
2026-02-24,Tuesday,17,Admin Office,4,16,6.430290534341433,9,0,0,27.909979118463962
2026-02-18,Wednesday,15,Fee Counter,5,87,1.3170827742141704,73,1,0,27.369731810274622
2026-03-02,Monday,15,Admin Office,4,47,2.255115853191511,42,0,0,28.897651983659113
2026-02-17,Tuesday,13,Fee Counter,3,72,4.788763739323809,46,0,0,118.8786403723338
2026-01-26,Monday,17,Student Service Center,5,35,5.86747594536494,31,0,0,38.32918859789273
2026-05-06,Wednesday,13,Library Counter,5,88,1.3138830578793894,73,0,0,25.83512141570707
2026-05-08,Friday,12,Admin Office,4,37,2.617183230910051,31,0,1,28.07424630337683
2026-05-15,Friday,17,Cafeteria,3,21,7.628198110622318,21,0,0,56.99082025710777
2026-06-19,Friday,17,Library Counter,5,8,4.074606340184319,13,0,0,4.691662550607497
2026-02-16,Monday,17,Library Counter,3,16,3.87096590005009,19,0,0,19.64777901735007
2026-05-22,Friday,15,Library Counter,3,75,4.556191208876746,79,0,0,115.41697057073611
2026-02-24,Tuesday,17,Cafeteria,4,52,4.181437561858183,44,0,0,52.83961498867552
2026-06-27,Saturday,8,Cafeteria,3,5,2.970633647264921,7,0,1,2.721009072035441
2026-02-12,Thursday,14,Cafeteria,5,86,1.2145541349506268,66,0,0,18.895631518042826
2026-01-14,Wednesday,12,Admin Office,5,38,1.1844671151457962,18,0,0,9.60106531556365
2026-03-23,Monday,11,Fee Counter,1,32,7.388402986478005,37,0,0,238.1259129625005
2026-01-16,Friday,17,Student Service Center,2,71,5.864449552479029,78,0,1,211.6636652482535
2026-06-17,Wednesday,16,Fee Counter,5,44,6.901100483914739,40,0,0,59.131016449647596
2026-02-14,Saturday,17,Student Service Center,5,15,6.530063112199119,19,0,0,19.59595121371511
2026-03-22,Sunday,11,Admin Office,5,44,5.079232318658297,26,1,0,48.43210331030758
2026-02-06,Friday,15,Admin Office,1,74,3.4733200554012087,77,0,0,254.59515949373082
2026-04-03,Friday,10,Cafeteria,2,30,1.9959523608005219,17,1,0,33.44499169747029
2026-03-05,Thursday,10,Fee Counter,4,5,3.3342509992140936,7,0,1,7.194535514999769
2026-06-09,Tuesday,11,Fee Counter,4,65,2.6460012989435375,57,0,0,46.222957001558704
2026-03-30,Monday,8,Library Counter,4,12,3.6777314860769286,11,0,0,13.715410069022084
2026-04-16,Thursday,15,Fee Counter,1,28,1.685783632765471,25,0,0,49.63999441889216
2026-02-12,Thursday,9,Student Service Center,3,52,6.391954765236994,40,1,0,112.96502700950585
2026-01-11,Sunday,15,Library Counter,4,21,5.174335959238337,12,0,0,28.002392817800256
2026-03-15,Sunday,9,Student Service Center,4,71,2.5626095120575654,67,0,0,43.01788555016281
2026-04-25,Saturday,17,Library Counter,4,26,5.252474084123162,27,0,0,32.65979443059957
2026-05-29,Friday,9,Library Counter,5,42,4.2921617101269245,45,0,0,37.53658574171587
2026-06-03,Wednesday,12,Fee Counter,2,110,6.527861589158914,76,1,0,357.58339859888287
2026-01-16,Friday,11,Cafeteria,5,41,3.374000714531241,41,0,0,24.937111102632333
